1,40916.5,-591.325
404,2204.25,856.497
2,2082.27,918.669
3,2215.38,853.499
4,2048.03,918.201
5,2192.62,857.477
6,2034.18,954.938
7,2158.97,869.431
8,2005.88,987.874
9,2116.73,891.339
10,1970.21,1018.98
11,2072.04,924.604
12,1920.93,1052.85
13,2023.13,966.024
14,1867.97,1092.86
15,1971.68,1007.41
16,1811.25,1138.74
17,1910.75,1056.72
18,1746.91,1191.84
19,1847.34,1110.02
20,1681.9,1244.6
21,1779.73,1166.88
22,1609.83,1300.03
23,1707.06,1225.88
24,1531.65,1355.7
25,1629.07,1285.2
26,1447.7,1410.41
27,1545.71,1343.41
28,1359.22,1463.98
29,1456.7,1399.09
30,1267.81,1517.8
31,1361.53,1450.81
32,1174.3,1573.21
33,1260.5,1498.3
34,1078.92,1629.47
35,1154.01,1542.22
36,982.112,1684.88
37,1042.09,1582.77
38,884.513,1738.14
39,924.781,1620.13
40,786.737,1787.7
41,802.441,1654.64
42,688.98,1832.01
43,675.921,1686.77
44,591.11,1869.63
45,546.209,1716.8
46,492.761,1899.46
47,414.629,1744.84
48,393.425,1920.76
49,282.582,1770.54
50,292.477,1933.26
51,151.582,1793.23
52,189.284,1937.39
53,22.9344,1811.84
54,83.543,1934.05
55,-102.503,1825.06
56,-24.366,1924.33
57,-224.43,1831.68
58,-133.896,1909.3
59,-342.819,1830.54
60,-244.086,1889.72
61,-457.725,1820.77
62,-353.714,1865.67
63,-569.489,1802.57
64,-462.372,1837.5
65,-678.496,1774.08
66,-567.179,1808.84
67,-781.891,1733.62
68,-671.974,1775.53
69,-878.968,1688.02
70,-772.613,1731.3
71,-976.471,1640.37
72,-867.056,1678.2
73,-1070.69,1589.89
74,-956.745,1618.71
75,-1161.02,1535.95
76,-1041.89,1553.1
77,-1247.2,1478.99
78,-1122.77,1481.81
79,-1328.79,1419.14
80,-1199.57,1405.46
81,-1405.29,1356.5
82,-1272.45,1324.71
83,-1476.33,1291.1
84,-1341.51,1240.23
85,-1541.64,1223.03
86,-1406.69,1152.78
87,-1601.05,1152.39
88,-1468.02,1062.86
89,-1654.48,1079.51
90,-1525.59,970.928
91,-1701.81,1004.62
92,-1579.36,877.496
93,-1743,927.897
94,-1629.39,783.083
95,-1777.97,849.604
96,-1675.64,688.35
97,-1806.97,769.76
98,-1718.05,593.905
99,-1830.14,688.569
100,-1756.7,500.209
101,-1847.89,606.064
102,-1791.2,407.808
103,-1860.89,522.29
104,-1821.08,317.05
105,-1869.98,437.494
106,-1845.44,228.203
107,-1876.13,352.212
108,-1863.14,141.272
109,-1879.91,267.406
110,-1873.23,56.232
111,-1881.82,183.979
112,-1875.54,-27.0702
113,-1880.48,101.226
114,-1870.54,-108.701
115,-1872.77,20.8029
116,-1860.71,-187.249
117,-1857.89,-56.8839
118,-1850.28,-263.623
119,-1833.94,-132.272
120,-1840.61,-336.819
121,-1799.85,-206.747
122,-1833.05,-404.374
123,-1756,-283.41
124,-1826.63,-462.45
125,-1705.6,-366.247
126,-1816.55,-507.865
127,-1655.28,-456.538
128,-1795.62,-541.914
129,-1611.95,-549.626
130,-1759.9,-570.978
131,-1577.36,-638.592
132,-1711.17,-601.419
133,-1548.56,-718.511
134,-1654.89,-637.668
135,-1521.13,-788.87
136,-1591.14,-675.392
137,-1495.93,-851.412
138,-1518.28,-715.318
139,-1477.19,-905.638
140,-1437.92,-762.951
141,-1460.46,-945.89
142,-1355.88,-822.369
143,-1438.79,-970.828
144,-1280.34,-892.286
145,-1405.07,-985.406
146,-1217.15,-965.202
147,-1358.23,-998.399
148,-1164.96,-1034.31
149,-1302.4,-1015.62
150,-1119.31,-1095.51
151,-1242.47,-1040.61
152,-1074.65,-1149.17
153,-1180.68,-1066.81
154,-1031.97,-1199.87
155,-1113.43,-1090.88
156,-994.667,-1249.77
157,-1040.21,-1116.17
158,-964.062,-1294.83
159,-961.092,-1146.66
160,-938.616,-1331.64
161,-877.799,-1185.22
162,-914.121,-1356.68
163,-796.464,-1232.7
164,-883.72,-1370.72
165,-723.472,-1284.16
166,-843.938,-1379.27
167,-659.783,-1332.54
168,-796.296,-1387.95
169,-602.714,-1372.77
170,-744.725,-1399.52
171,-548.821,-1402.38
172,-691.839,-1414.66
173,-495.976,-1420.26
174,-639.063,-1432.49
175,-443.979,-1425.43
176,-585.591,-1452.13
177,-395.317,-1417.07
178,-529.872,-1471.05
179,-352.947,-1399.49
180,-473.688,-1480.2
181,-307.835,-1378.16
182,-427.296,-1475.97
183,-257.625,-1355.28
184,-389.274,-1450.63
185,-215.609,-1330.54
186,-350.33,-1411.54
187,-193.944,-1291.75
188,-307.429,-1377.79
189,-190.1,-1232.25
190,-263.003,-1347.37
191,-199.829,-1167.49
192,-225.687,-1300.12
193,-203.754,-1107.42
194,-208.474,-1240.68
195,-200.846,-1044.77
196,-202.128,-1177.9
197,-203.325,-979.05
198,-201.065,-1111.7
199,-210.187,-910.64
200,-204.772,-1042.36
201,-220.899,-839.657
202,-212.393,-970.269
203,-235.298,-766.091
204,-222.546,-895.893
205,-252.952,-690.591
206,-234.912,-819.613
207,-273.908,-613.518
208,-247.059,-739.781
209,-297.175,-535.364
210,-256.861,-657.681
211,-324.722,-459.037
212,-264.325,-572.134
213,-357.365,-385.065
214,-269.816,-481.47
215,-392.549,-315.559
216,-275.455,-384.227
217,-426.754,-252.04
218,-284.171,-280.314
219,-455.606,-194.024
220,-298.757,-171.564
221,-475.312,-138.901
222,-320.373,-62.1115
223,-484.573,-82.43
224,-347.3,43.1882
225,-485.296,-21.247
226,-375.451,140.983
227,-481.257,45.8767
228,-400.769,231.211
229,-475.304,117.605
230,-420.066,315.165
231,-469.081,191.885
232,-431.102,394.327
233,-462.951,266.826
234,-432.32,469.702
235,-457.161,341.212
236,-423.314,541.606
237,-450.582,413.497
238,-403.887,609.208
239,-440.838,483.282
240,-375.018,672.188
241,-426.516,550.276
242,-338.419,728.413
243,-406.184,613.713
244,-294.334,776.483
245,-379.156,672.427
246,-243.609,815.075
247,-344.149,725.296
248,-187.737,844.17
249,-301.264,770.66
250,-127.888,863.043
251,-252.608,808.569
252,-65.7864,870.818
253,-198.333,839.528
254,-3.68961,868.493
255,-138.646,861.038
256,58.1454,858.569
257,-75.2422,870.959
258,120.163,841.755
259,-9.72526,869.817
260,181.881,816.468
261,57.036,858.921
262,242.071,781.763
263,125.313,839.393
264,300.003,738.025
265,189.478,809.007
266,354.552,684.44
267,256.47,767.604
268,409.512,622.519
269,324.182,718.506
270,456.136,552.2
271,393.091,659.631
272,495.49,470.731
273,462.843,586.327
274,525.247,380.259
275,534.87,501.125
276,542.595,289.014
277,607.682,403.584
278,554.457,207.757
279,674.635,294.534
280,568.551,137.845
281,730.595,175.306
282,589.779,75.8976
283,771.557,51.5207
284,620.515,15.9001
285,797.903,-69.4286
286,658.602,-47.709
287,813.727,-182.701
288,699.515,-117.694
289,823.951,-287.56
290,739.573,-193.728
291,832.31,-385.292
292,776.932,-273.827
293,840.666,-477.564
294,813.689,-355.932
295,847.738,-565.33
296,852.901,-438.623
297,850.58,-647.446
298,895.611,-523.653
299,849.019,-721.315
300,940.815,-614.205
301,846.559,-783.067
302,984.353,-712.705
303,850.058,-831.579
304,1020.04,-816.455
305,866.07,-871.047
306,1044.86,-917.721
307,895.573,-908.26
308,1061.33,-1009.5
309,934.988,-946.979
310,1074.64,-1088.08
311,979.286,-989.055
312,1090.78,-1153.66
313,1029.11,-1029.08
314,1108.34,-1207.71
315,1087.61,-1063.7
316,1122.72,-1248.72
317,1155.04,-1097.06
318,1135.64,-1272.36
319,1227,-1131.18
320,1153.24,-1275.73
321,1295.39,-1163.6
322,1181.07,-1263.97
323,1355.53,-1187.41
324,1219.45,-1242.1
325,1407,-1200.02
326,1261.26,-1208.72
327,1452.91,-1202.45
328,1308.27,-1161.47
329,1487.87,-1199.59
330,1361.09,-1102.28
331,1509.5,-1188.41
332,1420.18,-1039.24
333,1519.78,-1161.71
334,1479.48,-979.232
335,1524.82,-1118.72
336,1532.17,-923.79
337,1531.01,-1061.13
338,1575.26,-868.136
339,1533.98,-995.547
340,1612.53,-812.765
341,1529.67,-919.695
342,1645.69,-759.985
343,1521.54,-833.003
344,1670.06,-714.08
345,1515.13,-735.376
346,1680.92,-672.392
347,1513.71,-631.102
348,1675.1,-630.529
349,1518.16,-528.195
350,1654.44,-582.136
351,1524.42,-432.454
352,1624.02,-525.023
353,1527.26,-345.242
354,1589.63,-460.171
355,1523.76,-264.593
356,1547.71,-392.249
357,1514.56,-189.479
358,1497.6,-322.036
359,1505.33,-120.966
360,1439.31,-247.319
361,1492.88,-62.3999
362,1376.09,-165.783
363,1473.67,-15.4952
364,1313.32,-77.9406
365,1442.63,21.5431
366,1255.93,11.2264
367,1397.83,54.2561
368,1204.43,95.3684
369,1341.86,87.3244
370,1156.01,170.763
371,1277.76,120.918
372,1107.01,236.501
373,1211.92,159.644
374,1057.3,296.167
375,1139.86,192.664
376,1006.08,346.519
377,1060.7,221.536
378,960.536,393.616
379,973.308,249.082
380,919.519,431.525
381,879.392,279.148
382,881.387,456.315
383,783.658,314.625
384,840.901,466.617
385,693.513,354.559
386,793.358,466.445
387,613.646,393.687
388,738.558,462.725
389,544.008,426.155
390,679.023,461.409
391,481.557,448.684
392,620.126,463.087
393,424.013,465.095
394,566.051,466.072
395,373.086,481.691
396,519.172,465.584
397,330.099,497.722
398,478.091,462.377
399,298.671,509.872
400,445.261,463.074
401,273.792,521.217
402,420.157,458.574
403,299.976,510.677
